STN,Date,Hour,Mean Wind Direction,Hourly Mean Wind Speed (m/s),Mean Wind Speed (m/s),Maximum Wind Gust (m/s),Temperature (degrees Celsius),Dew Point Temperature (degrees Celsius),Sunshine Duration (0.1 hour),Global Radiation (J/cm2),Precipitation Duration (0.1 hour),Hourly Precipitation Amount (mm),Air Pressure (hPa),Horizontal Visibility,Cloud Cover (octants),Relative Atmospheric Humidity (%),Indicator Present Weather Code,Fog,Rainfall,Snow,Thunder,Ice Formation
370,2022-01-01,1,220,5.0,5.0,6.0,12.6,11.1,0,0,0,0.0,1023.5,62,    8,90,5,0,0,0,0,0
370,2022-01-01,3,200,4.0,4.0,6.0,12.8,11.1,0,0,0,0.0,1023.6,62,    8,89,5,0,0,0,0,0
370,2022-01-01,4,200,4.0,5.0,7.0,12.9,10.7,0,0,0,0.0,1023.2,66,    8,86,5,0,0,0,0,0
370,2022-01-01,5,210,4.0,3.0,8.0,12.5,10.5,0,0,0,0.0,1023.6,68,    8,87,5,0,0,0,0,0
370,2022-01-01,6,210,4.0,5.0,7.0,12.7,10.3,0,0,0,0.0,1023.7,69,    8,85,5,0,0,0,0,0
370,2022-01-01,7,190,4.0,3.0,6.0,11.7,9.5,0,0,0,0.0,1023.7,70,    4,86,5,0,0,0,0,0
370,2022-01-01,8,180,4.0,3.0,6.0,12.1,9.6,0,1,0,0.0,1024.1,70,    8,84,5,0,0,0,0,0
370,2022-01-01,9,190,3.0,4.0,6.0,11.9,9.5,0,11,0,0.0,1024.2,70,    8,85,5,0,0,0,0,0
370,2022-01-01,10,190,4.0,4.0,6.0,11.8,9.5,0,27,0,0.0,1023.9,70,    8,85,5,0,0,0,0,0
370,2022-01-01,11,180,4.0,5.0,7.0,12.5,9.8,2,45,0,0.0,1023.0,70,    8,83,5,0,0,0,0,0
370,2022-01-01,12,200,4.0,4.0,8.0,13.1,10.1,2,56,0,0.0,1023.0,70,    8,82,5,0,0,0,0,0
370,2022-01-01,13,190,4.0,4.0,7.0,14.0,10.6,7,54,0,0.0,1022.5,75,    8,80,5,0,0,0,0,0
370,2022-01-01,14,180,4.0,4.0,7.0,14.0,10.5,7,44,0,0.0,1021.8,75,    8,79,5,0,0,0,0,0
370,2022-01-01,15,180,3.0,3.0,6.0,13.4,10.4,8,18,0,0.0,1022.0,70,    8,81,5,0,0,0,0,0
370,2022-01-01,16,170,4.0,5.0,7.0,13.1,10.2,0,2,0,0.0,1021.2,70,    8,82,5,0,0,0,0,0
370,2022-01-01,17,180,5.0,4.0,8.0,12.8,10.1,0,0,0,0.0,1020.7,70,    8,83,5,0,0,0,0,0
370,2022-01-01,18,180,4.0,4.0,8.0,12.4,9.9,0,0,0,0.0,1020.2,70,    8,85,5,0,0,0,0,0
370,2022-01-01,19,170,4.0,4.0,6.0,12.0,9.7,0,0,0,0.0,1020.0,70,    8,85,5,0,0,0,0,0
370,2022-01-01,20,180,4.0,5.0,7.0,12.3,9.4,0,0,0,0.0,1019.6,70,    8,82,5,0,0,0,0,0
370,2022-01-01,21,190,5.0,5.0,8.0,12.0,9.1,0,0,0,0.0,1019.3,70,    8,82,5,0,0,0,0,0
370,2022-01-01,22,190,5.0,4.0,8.0,11.8,8.8,0,0,0,0.0,1018.6,70,    8,81,5,0,0,0,0,0
370,2022-01-01,23,200,5.0,6.0,9.0,11.9,8.3,0,0,0,0.0,1018.6,75,    8,78,5,0,0,0,0,0
370,2022-01-01,24,200,5.0,6.0,8.0,11.9,8.2,0,0,0,0.0,1018.2,75,    8,78,5,0,0,0,0,0
370,2022-01-02,1,200,5.0,5.0,8.0,11.4,8.9,0,0,5,0.4,1018.1,66,    8,84,7,0,1,0,0,0
370,2022-01-02,2,170,4.0,4.0,7.0,11.1,9.2,0,0,8,0.2,1017.3,70,    8,88,7,0,1,0,0,0
370,2022-01-02,3,180,4.0,4.0,7.0,11.5,9.4,0,0,0,-0.1,1016.6,70,    8,87,7,0,1,0,0,0
370,2022-01-02,4,190,4.0,4.0,7.0,11.4,9.4,0,0,6,0.1,1016.1,70,    8,87,7,0,1,0,0,0
370,2022-01-02,5,180,4.0,4.0,6.0,11.3,9.5,0,0,9,0.4,1015.1,67,    8,88,7,0,1,0,0,0
370,2022-01-02,6,170,4.0,4.0,6.0,10.8,9.3,0,0,10,0.4,1013.9,70,    8,90,7,0,1,0,0,0
370,2022-01-02,7,170,5.0,4.0,7.0,11.1,8.7,0,0,0,-0.1,1012.0,70,    8,85,7,0,1,0,0,0
370,2022-01-02,8,200,4.0,5.0,7.0,11.3,8.4,0,0,1,0.3,1012.2,18,    8,82,7,0,1,0,0,0
370,2022-01-02,9,220,7.0,8.0,11.0,12.1,8.2,0,5,1,0.2,1012.2,75,    8,76,7,0,1,0,0,0
370,2022-01-02,10,230,8.0,10.0,15.0,12.9,8.6,5,38,0,0.0,1012.3,75,    5,74,5,0,0,0,0,0
370,2022-01-02,11,230,9.0,9.0,14.0,13.0,8.8,2,38,0,0.0,1012.2,75,    8,76,5,0,0,0,0,0
370,2022-01-02,12,240,9.0,8.0,15.0,13.3,9.0,3,60,0,0.0,1012.1,75,    6,75,7,0,0,0,0,0
370,2022-01-02,13,240,8.0,9.0,15.0,13.4,8.9,0,26,0,0.0,1011.9,75,    8,74,5,0,0,0,0,0
370,2022-01-02,14,240,8.0,7.0,13.0,13.6,9.0,3,30,0,0.0,1012.3,75,    8,73,5,0,0,0,0,0
370,2022-01-02,15,230,7.0,7.0,11.0,13.0,8.9,2,12,0,0.0,1012.2,75,    8,75,5,0,0,0,0,0
370,2022-01-02,16,230,7.0,7.0,10.0,12.7,8.3,0,3,0,0.0,1012.1,75,    8,74,5,0,0,0,0,0
370,2022-01-02,17,210,6.0,6.0,9.0,12.2,9.0,0,0,0,0.0,1011.7,75,    8,80,5,0,0,0,0,0
370,2022-01-02,18,210,7.0,7.0,10.0,11.8,9.2,0,0,0,-0.1,1011.1,70,    8,83,7,0,1,0,0,0
370,2022-01-02,19,190,5.0,6.0,9.0,10.9,10.0,0,0,6,0.6,1010.0,57,    8,93,7,0,1,0,0,0
370,2022-01-02,20,230,7.0,9.0,17.0,11.4,8.6,0,0,2,0.1,1009.6,70,    8,82,7,0,1,0,0,0
370,2022-01-02,21,240,10.0,9.0,16.0,11.2,8.2,0,0,0,-0.1,1010.2,70,    7,81,7,0,1,0,0,0
370,2022-01-02,22,250,9.0,9.0,15.0,11.2,7.8,0,0,0,0.0,1011.3,75,    8,79,5,0,0,0,0,0
370,2022-01-02,23,240,9.0,9.0,16.0,11.2,7.0,0,0,0,0.0,1012.0,71,    7,75,5,0,0,0,0,0
370,2022-01-02,24,240,8.0,7.0,13.0,10.8,7.0,0,0,0,0.0,1012.1,67,    8,77,7,0,0,0,0,0
370,2022-01-03,1,240,8.0,9.0,14.0,10.8,6.9,0,0,0,0.0,1012.2,68,    7,77,5,0,0,0,0,0
370,2022-01-03,2,230,8.0,8.0,13.0,10.3,6.8,0,0,0,0.0,1012.6,65,    6,79,5,0,0,0,0,0
370,2022-01-03,3,230,7.0,8.0,12.0,9.9,6.8,0,0,0,0.0,1012.7,65,    5,81,5,0,0,0,0,0
370,2022-01-03,4,230,8.0,8.0,13.0,10.2,6.8,0,0,0,0.0,1012.7,64,    6,79,5,0,0,0,0,0
370,2022-01-03,5,230,8.0,8.0,13.0,10.5,7.0,0,0,0,0.0,1012.4,63,    7,78,5,0,0,0,0,0
370,2022-01-03,6,220,8.0,8.0,13.0,10.0,7.0,0,0,0,0.0,1011.9,65,    7,81,5,0,0,0,0,0
370,2022-01-03,7,220,7.0,6.0,12.0,9.3,7.8,0,0,3,0.4,1011.8,63,    8,90,7,0,1,0,0,0
370,2022-01-03,8,230,7.0,7.0,11.0,9.7,7.5,0,0,0,-0.1,1012.0,66,    8,86,7,0,1,0,0,0
370,2022-01-03,9,220,8.0,8.0,11.0,10.1,7.4,0,7,0,0.0,1012.0,66,    8,83,7,0,0,0,0,0
370,2022-01-03,10,220,8.0,7.0,12.0,10.1,7.4,2,29,0,0.0,1011.6,66,    8,83,5,0,0,0,0,0
370,2022-01-03,11,220,8.0,8.0,13.0,10.8,7.7,0,32,0,0.0,1011.1,66,    8,80,5,0,0,0,0,0
370,2022-01-03,12,230,8.0,7.0,13.0,10.4,7.6,0,27,1,0.1,1010.4,65,    8,82,7,0,1,0,0,0
370,2022-01-03,13,220,8.0,8.0,13.0,10.1,8.1,0,27,0,-0.1,1009.6,64,    8,87,7,0,1,0,0,0
370,2022-01-03,14,220,8.0,8.0,13.0,9.9,6.7,0,22,0,-0.1,1008.6,75,    8,80,7,0,1,0,0,0
370,2022-01-03,15,230,7.0,6.0,12.0,9.5,6.9,0,12,0,0.0,1008.2,70,    8,83,7,0,0,0,0,0
370,2022-01-03,16,230,6.0,6.0,10.0,9.3,6.6,0,1,0,0.0,1007.9,70,    8,83,5,0,0,0,0,0
370,2022-01-03,17,230,5.0,5.0,8.0,9.2,6.7,0,0,0,0.0,1007.5,70,    8,84,5,0,0,0,0,0
370,2022-01-03,18,230,4.0,4.0,7.0,8.7,7.0,0,0,0,0.0,1006.6,70,    8,88,7,0,0,0,0,0
370,2022-01-03,19,220,5.0,5.0,7.0,8.8,7.1,0,0,0,0.0,1005.8,70,    8,89,5,0,0,0,0,0
370,2022-01-03,20,220,5.0,6.0,8.0,9.2,7.6,0,0,0,0.0,1005.2,70,    8,89,5,0,0,0,0,0
370,2022-01-03,21,210,5.0,5.0,8.0,9.4,7.7,0,0,0,0.0,1004.6,70,    8,89,5,0,0,0,0,0
370,2022-01-03,22,210,6.0,7.0,10.0,9.2,7.2,0,0,0,0.0,1004.0,70,    8,86,5,0,0,0,0,0
370,2022-01-03,23,210,6.0,6.0,10.0,8.7,6.9,0,0,0,0.0,1003.5,70,    8,88,5,0,0,0,0,0
370,2022-01-03,24,200,5.0,5.0,8.0,8.4,6.9,0,0,0,-0.1,1002.6,70,    8,90,7,0,1,0,0,0
370,2022-01-04,1,210,5.0,4.0,7.0,8.0,6.9,0,0,0,-0.1,1001.5,65,    8,92,7,0,1,0,0,0
370,2022-01-04,2,210,5.0,5.0,7.0,7.9,6.7,0,0,0,0.0,1000.9,65,    8,92,5,0,0,0,0,0
370,2022-01-04,3,210,5.0,5.0,7.0,7.7,6.6,0,0,0,0.0,1000.0,65,    8,92,7,0,0,0,0,0
370,2022-01-04,4,210,5.0,4.0,7.0,7.6,6.5,0,0,0,-0.1,998.8,65,    8,92,7,0,1,0,0,0
370,2022-01-04,5,210,4.0,4.0,6.0,7.5,6.5,0,0,0,0.0,998.3,65,    8,93,5,0,0,0,0,0
370,2022-01-04,6,210,4.0,4.0,6.0,7.6,6.5,0,0,0,0.0,997.6,65,    8,92,7,0,0,0,0,0
370,2022-01-04,7,210,4.0,4.0,6.0,7.3,6.7,0,0,3,0.1,997.1,62,    8,95,7,0,1,0,0,0
370,2022-01-04,8,190,4.0,4.0,6.0,7.4,6.5,0,0,0,-0.1,996.7,62,    8,94,7,0,1,0,0,0
370,2022-01-04,9,220,4.0,5.0,8.0,7.6,6.5,0,1,0,0.0,997.1,62,    8,92,7,0,0,0,0,0
370,2022-01-04,10,230,5.0,4.0,8.0,7.9,6.6,0,8,0,0.0,997.1,60,    8,91,5,0,0,0,0,0
370,2022-01-04,11,230,5.0,5.0,7.0,8.3,7.1,0,20,0,0.0,996.7,60,    8,91,5,0,0,0,0,0
370,2022-01-04,12,240,6.0,7.0,10.0,7.9,6.6,0,13,2,1.2,996.9,56,    8,90,7,0,1,0,0,0
370,2022-01-04,13,260,4.0,5.0,7.0,8.0,6.3,0,23,0,-0.1,996.5,67,    8,89,7,0,1,0,0,0
370,2022-01-04,14,250,3.0,3.0,7.0,7.9,6.5,0,21,0,0.0,996.7,70,    8,90,5,0,0,0,0,0
370,2022-01-04,15,270,3.0,1.0,6.0,6.8,5.9,0,7,7,1.7,997.3,62,    8,94,7,0,1,0,0,0
370,2022-01-04,16,340,2.0,3.0,4.0,6.6,5.2,0,1,4,0.2,998.0,70,    8,90,7,0,1,0,0,0
370,2022-01-04,17,10,3.0,4.0,5.0,5.8,4.9,0,0,0,0.0,998.4,65,    8,93,5,0,0,0,0,0
370,2022-01-04,18,350,3.0,3.0,5.0,5.3,3.7,0,0,0,-0.1,998.6,70,    8,89,7,0,1,0,0,0
370,2022-01-04,19,290,2.0,2.0,4.0,4.8,3.0,0,0,0,0.0,999.2,70,    8,88,5,0,0,0,0,0
370,2022-01-04,20,290,2.0,2.0,5.0,4.6,2.7,0,0,0,-0.1,999.3,70,    8,87,7,0,1,0,0,0
370,2022-01-04,21,280,2.0,2.0,6.0,4.4,2.0,0,0,10,0.4,999.8,70,    8,84,7,0,1,0,0,0
370,2022-01-04,22,270,2.0,3.0,4.0,4.3,2.4,0,0,8,0.1,1000.6,66,    8,87,7,0,1,0,0,0
370,2022-01-04,23,260,3.0,3.0,6.0,3.5,1.8,0,0,5,0.2,1001.0,70,    8,88,7,0,1,0,0,0
370,2022-01-04,24,250,3.0,3.0,5.0,2.9,1.0,0,0,0,0.0,1001.4,70,    8,87,7,0,0,0,0,0
370,2022-01-05,1,250,4.0,3.0,6.0,2.1,-0.1,0,0,0,0.0,1001.8,70,    1,85,5,0,0,0,0,0
370,2022-01-05,2,250,4.0,5.0,7.0,2.1,-0.8,0,0,0,0.0,1002.0,70,    0,81,5,0,0,0,0,0
370,2022-01-05,3,240,4.0,4.0,6.0,1.5,-1.0,0,0,0,0.0,1002.4,70,    0,83,5,0,0,0,0,0
370,2022-01-05,4,240,5.0,5.0,7.0,1.5,-1.4,0,0,0,0.0,1003.0,73,    1,80,5,0,0,0,0,0
370,2022-01-05,5,230,5.0,5.0,7.0,1.2,-1.2,0,0,0,0.0,1003.4,70,    4,83,5,0,0,0,0,0
370,2022-01-05,6,230,6.0,7.0,9.0,2.0,-0.6,0,0,0,0.0,1003.6,70,    8,83,5,0,0,0,0,0
370,2022-01-05,7,230,6.0,6.0,10.0,2.1,-0.2,0,0,0,0.0,1004.2,68,    8,84,5,0,0,0,0,0
370,2022-01-05,8,230,6.0,6.0,10.0,2.6,0.5,0,1,0,0.0,1004.9,69,    8,85,5,0,0,0,0,0
370,2022-01-05,9,250,6.0,6.0,10.0,4.2,1.4,2,6,0,0.0,1005.5,62,    8,82,5,0,0,0,0,0
370,2022-01-05,10,260,7.0,7.0,12.0,5.2,1.6,5,33,0,-0.1,1006.0,66,    8,77,7,0,1,0,0,0
370,2022-01-05,11,260,8.0,8.0,14.0,5.6,1.5,0,34,0,-0.1,1006.5,69,    8,74,7,0,1,0,0,0
370,2022-01-05,12,260,8.0,9.0,15.0,5.8,1.8,2,49,0,0.0,1007.1,69,    8,75,7,0,0,0,0,0
370,2022-01-05,13,260,8.0,8.0,14.0,6.0,2.1,0,36,0,0.0,1007.6,67,    8,76,5,0,0,0,0,0
370,2022-01-05,14,270,8.0,8.0,14.0,5.7,2.5,0,19,0,-0.1,1008.2,64,    8,79,7,0,1,0,0,0
370,2022-01-05,15,270,7.0,7.0,12.0,5.5,3.1,5,14,4,0.1,1009.0,60,    8,84,7,0,1,0,0,0
370,2022-01-05,16,270,6.0,5.0,12.0,5.0,3.7,0,2,7,0.4,1010.1,56,    8,91,7,0,1,0,0,0
370,2022-01-05,17,260,5.0,6.0,11.0,5.2,3.7,0,0,3,0.2,1010.8,67,    8,89,7,0,1,0,0,0
370,2022-01-05,18,260,5.0,5.0,9.0,5.1,3.9,0,0,3,0.4,1011.5,65,    8,91,7,0,1,0,0,0
370,2022-01-05,19,280,4.0,3.0,7.0,4.8,3.5,0,0,8,2.0,1012.5,65,    8,91,7,0,1,0,0,0
370,2022-01-05,20,260,3.0,3.0,7.0,4.7,3.8,0,0,3,0.2,1013.2,65,    8,93,7,0,1,0,0,0
370,2022-01-05,21,240,3.0,3.0,6.0,4.1,3.5,0,0,0,-0.1,1013.8,65,    7,95,7,0,1,0,0,0
370,2022-01-05,22,250,3.0,4.0,5.0,3.6,2.5,0,0,0,0.0,1014.3,65,    6,92,5,0,0,0,0,0
370,2022-01-05,23,280,4.0,4.0,8.0,4.1,2.7,0,0,0,-0.1,1015.4,58,    7,90,7,0,1,0,0,0
370,2022-01-05,24,250,3.0,3.0,6.0,2.9,2.1,0,0,0,-0.1,1015.7,62,    6,94,7,0,1,0,0,0
370,2022-01-06,1,260,3.0,3.0,5.0,2.1,1.4,0,0,0,0.0,1016.1,63,    1,94,5,0,0,0,0,0
370,2022-01-06,2,240,2.0,2.0,4.0,1.1,0.4,0,0,0,0.0,1016.7,62,    1,95,5,0,0,0,0,0
370,2022-01-06,3,250,2.0,3.0,3.0,0.7,0.2,0,0,0,0.0,1016.8,62,    0,96,5,0,0,0,0,0
370,2022-01-06,4,280,2.0,2.0,4.0,1.2,0.4,0,0,0,0.0,1017.2,62,    2,94,5,0,0,0,0,0
370,2022-01-06,5,230,3.0,3.0,4.0,-0.5,-1.0,0,0,0,0.0,1017.6,61,    1,96,5,0,0,0,0,0
370,2022-01-06,6,220,2.0,2.0,3.0,-1.3,-1.9,0,0,0,0.0,1018.2,58,    0,95,7,0,0,0,0,0
370,2022-01-06,7,230,2.0,2.0,4.0,-1.3,-1.6,0,0,0,0.0,1018.8,57,    1,97,7,0,0,0,0,0
370,2022-01-06,8,210,2.0,2.0,3.0,-1.2,-1.6,0,1,0,0.0,1019.3,45,    0,97,7,0,0,0,0,0
370,2022-01-06,9,220,3.0,3.0,4.0,0.6,0.2,8,25,0,0.0,1019.6,50,    1,97,7,0,0,0,0,0
370,2022-01-06,10,230,3.0,2.0,4.0,3.2,2.0,10,52,0,0.0,1020.1,60,    0,92,5,0,0,0,0,0
370,2022-01-06,11,220,3.0,3.0,4.0,4.7,2.6,10,87,0,0.0,1019.9,65,    1,86,5,0,0,0,0,0
370,2022-01-06,12,230,3.0,3.0,5.0,5.8,3.1,10,119,0,0.0,1019.8,68,    0,82,5,0,0,0,0,0
370,2022-01-06,13,240,4.0,4.0,6.0,6.0,2.7,10,84,0,0.0,1019.4,70,    1,79,5,0,0,0,0,0
370,2022-01-06,14,210,4.0,3.0,6.0,5.7,3.0,7,49,0,0.0,1019.1,66,    6,82,5,0,0,0,0,0
370,2022-01-06,15,220,5.0,5.0,9.0,5.3,1.9,8,31,0,0.0,1019.0,69,    3,78,5,0,0,0,0,0
370,2022-01-06,16,190,4.0,3.0,8.0,3.3,1.0,0,5,0,0.0,1018.9,65,    0,85,5,0,0,0,0,0
370,2022-01-06,17,200,3.0,3.0,5.0,2.4,0.1,0,0,0,0.0,1019.2,66,    2,84,5,0,0,0,0,0
370,2022-01-06,18,180,4.0,3.0,6.0,2.7,0.6,0,0,0,0.0,1019.1,61,    8,86,5,0,0,0,0,0
370,2022-01-06,19,180,4.0,4.0,6.0,2.7,0.8,0,0,0,0.0,1018.6,61,    8,87,5,0,0,0,0,0
370,2022-01-06,20,180,4.0,5.0,7.0,2.7,0.5,0,0,0,0.0,1017.5,64,    8,85,5,0,0,0,0,0
370,2022-01-06,21,190,5.0,4.0,7.0,2.8,0.3,0,0,0,0.0,1017.0,68,    8,83,5,0,0,0,0,0
370,2022-01-06,22,190,5.0,5.0,8.0,3.2,0.1,0,0,0,0.0,1016.4,70,    8,79,5,0,0,0,0,0
370,2022-01-06,23,190,5.0,6.0,9.0,3.6,-0.1,0,0,0,0.0,1015.5,73,    8,77,5,0,0,0,0,0
370,2022-01-06,24,190,6.0,6.0,10.0,3.8,-0.3,0,0,0,0.0,1014.9,75,    8,74,5,0,0,0,0,0
370,2022-01-07,1,190,7.0,7.0,12.0,3.5,-0.1,0,0,0,-0.1,1013.8,75,    8,77,7,0,1,0,0,0
370,2022-01-07,2,190,7.0,8.0,13.0,3.8,-0.4,0,0,0,-0.1,1012.9,72,    8,74,7,0,1,0,0,0
370,2022-01-07,3,200,8.0,6.0,13.0,3.0,1.0,0,0,5,0.1,1012.5,63,    8,87,7,0,1,0,0,0
370,2022-01-07,4,200,6.0,6.0,9.0,2.7,1.7,0,0,10,0.8,1011.9,57,    8,93,7,0,1,0,0,0
370,2022-01-07,5,200,6.0,6.0,10.0,3.2,2.2,0,0,9,0.4,1011.6,58,    8,93,7,0,1,0,0,0
370,2022-01-07,6,200,6.0,6.0,9.0,3.7,2.6,0,0,0,-0.1,1011.2,65,    8,92,7,0,1,0,0,0
370,2022-01-07,7,210,6.0,7.0,10.0,4.1,2.9,0,0,0,0.0,1011.2,65,    8,91,5,0,0,0,0,0
370,2022-01-07,8,200,6.0,5.0,10.0,4.5,3.1,0,0,0,0.0,1011.2,70,    8,90,5,0,0,0,0,0
370,2022-01-07,9,210,6.0,7.0,10.0,4.8,3.3,0,6,0,0.0,1011.2,70,    8,90,5,0,0,0,0,0
370,2022-01-07,10,210,7.0,7.0,10.0,5.3,3.3,2,24,0,0.0,1011.0,70,    7,87,5,0,0,0,0,0
370,2022-01-07,11,210,7.0,7.0,11.0,6.2,3.9,0,50,0,0.0,1010.6,70,    7,85,5,0,0,0,0,0
370,2022-01-07,12,220,6.0,6.0,10.0,5.9,3.5,2,47,0,-0.1,1010.5,70,    8,84,7,0,1,0,0,0
370,2022-01-07,13,220,7.0,7.0,10.0,6.2,3.4,0,44,0,0.0,1010.0,70,    8,81,5,0,0,0,0,0
370,2022-01-07,14,210,8.0,8.0,13.0,3.3,1.2,0,22,4,0.3,1009.9,70,    8,86,7,0,1,0,0,0
370,2022-01-07,15,210,5.0,4.0,12.0,3.4,2.0,5,12,4,1.7,1009.8,70,    8,90,7,0,1,0,0,0
370,2022-01-07,16,240,5.0,5.0,9.0,4.7,2.2,2,4,2,0.1,1010.1,70,    7,83,7,0,1,0,0,0
370,2022-01-07,17,210,6.0,6.0,9.0,3.0,2.0,0,0,10,0.5,1010.1,62,    8,93,7,0,1,0,0,0
370,2022-01-07,18,200,5.0,5.0,9.0,2.6,1.2,0,0,0,-0.1,1009.8,70,    4,90,7,0,1,0,0,0
370,2022-01-07,19,190,5.0,4.0,8.0,2.2,1.0,0,0,0,0.0,1010.0,65,    8,91,5,0,0,0,0,0
370,2022-01-07,20,200,5.0,4.0,7.0,2.3,1.0,0,0,0,0.0,1009.9,65,    8,91,5,0,0,0,0,0
370,2022-01-07,21,200,4.0,3.0,7.0,2.1,1.0,0,0,0,0.0,1009.9,65,    8,92,5,0,0,0,0,0
370,2022-01-07,22,210,3.0,3.0,5.0,2.0,1.1,0,0,0,-0.1,1010.0,64,    8,94,7,0,1,0,0,0
370,2022-01-07,23,240,2.0,2.0,4.0,1.3,0.6,0,0,0,0.0,1010.1,64,    8,95,5,0,0,0,0,0
370,2022-01-07,24,220,2.0,2.0,3.0,0.1,-0.7,0,0,0,0.0,1010.4,61,    0,94,7,0,0,0,0,0
370,2022-01-08,1,240,3.0,3.0,4.0,-0.2,-0.8,0,0,0,0.0,1011.0,63,    1,95,5,0,0,0,0,0
370,2022-01-08,2,220,3.0,3.0,4.0,-0.9,-1.5,0,0,0,0.0,1011.0,59,    0,95,7,0,0,0,0,0
370,2022-01-08,3,230,3.0,3.0,4.0,0.2,-0.4,0,0,0,0.0,1011.3,59,    6,96,7,0,0,0,0,0
370,2022-01-08,4,220,3.0,3.0,5.0,-0.6,-1.2,0,0,0,0.0,1011.3,61,    0,95,5,0,0,0,0,0
370,2022-01-08,5,210,3.0,3.0,4.0,-0.5,-1.1,0,0,0,0.0,1011.7,59,    2,95,7,0,0,0,0,0
370,2022-01-08,6,210,3.0,3.0,4.0,0.0,-0.6,0,0,0,0.0,1012.0,57,    5,96,7,0,0,0,0,0
370,2022-01-08,7,200,3.0,4.0,5.0,0.4,-0.2,0,0,0,0.0,1011.9,57,    8,95,7,0,0,0,0,0
370,2022-01-08,8,200,4.0,4.0,6.0,1.0,0.3,0,1,0,0.0,1011.8,59,    8,94,7,0,0,0,0,0
370,2022-01-08,9,190,4.0,5.0,7.0,1.5,0.8,0,9,0,0.0,1011.4,58,    8,94,7,0,0,0,0,0
370,2022-01-08,10,180,4.0,4.0,7.0,2.4,1.2,0,27,0,0.0,1010.7,58,    8,91,7,0,0,0,0,0
370,2022-01-08,11,180,5.0,6.0,9.0,3.0,1.3,0,25,0,0.0,1009.1,63,    8,88,5,0,0,0,0,0
370,2022-01-08,12,180,6.0,6.0,11.0,3.6,1.3,0,32,0,0.0,1007.5,70,    8,84,5,0,0,0,0,0
370,2022-01-08,13,180,7.0,7.0,13.0,4.0,2.0,0,34,0,-0.1,1005.4,70,    8,86,7,0,1,0,0,0
370,2022-01-08,14,170,8.0,7.0,14.0,3.4,2.3,0,18,10,0.5,1003.3,63,    8,92,7,0,1,0,0,0
370,2022-01-08,15,170,6.0,7.0,11.0,3.6,2.7,0,5,10,0.6,1001.2,65,    8,93,7,0,1,0,0,0
370,2022-01-08,16,180,7.0,7.0,12.0,4.3,3.3,0,1,9,0.2,999.1,62,    8,93,7,0,1,0,0,0
370,2022-01-08,17,180,7.0,7.0,13.0,5.1,3.9,0,0,10,0.2,997.0,64,    8,91,7,0,1,0,0,0
370,2022-01-08,18,170,8.0,7.0,12.0,5.3,4.1,0,0,10,0.2,994.9,65,    8,92,7,0,1,0,0,0
370,2022-01-08,19,170,8.0,8.0,13.0,5.8,4.5,0,0,10,0.1,993.0,65,    8,91,7,0,1,0,0,0
370,2022-01-08,20,170,7.0,6.0,12.0,5.6,4.5,0,0,10,0.3,991.1,65,    8,92,7,0,1,0,0,0
370,2022-01-08,21,170,6.0,6.0,10.0,6.0,4.8,0,0,8,0.5,989.4,65,    8,92,7,0,1,0,0,0
370,2022-01-08,22,170,5.0,4.0,10.0,5.9,5.0,0,0,6,0.5,988.2,65,    8,93,7,0,1,0,0,0
370,2022-01-08,23,190,4.0,4.0,8.0,6.0,5.5,0,0,10,2.1,987.5,60,    8,96,7,0,1,0,0,0
370,2022-01-08,24,280,4.0,5.0,10.0,6.4,5.7,0,0,10,2.7,987.7,60,    8,95,7,0,1,0,0,0
370,2022-01-09,1,300,8.0,8.0,16.0,6.1,4.3,0,0,10,4.1,990.0,57,    8,88,7,0,1,0,0,0
370,2022-01-09,2,290,7.0,7.0,14.0,6.1,4.1,0,0,10,1.1,991.6,58,    8,87,7,0,1,0,0,0
370,2022-01-09,3,270,6.0,6.0,13.0,6.2,4.2,0,0,3,0.1,993.0,62,    8,87,7,0,1,0,0,0
370,2022-01-09,4,270,6.0,7.0,12.0,5.8,3.0,0,0,0,0.0,994.3,65,    8,82,5,0,0,0,0,0
370,2022-01-09,5,260,6.0,6.0,11.0,5.4,2.7,0,0,0,0.0,995.8,68,    8,82,5,0,0,0,0,0
370,2022-01-09,6,260,6.0,6.0,10.0,5.4,2.5,0,0,0,-0.1,996.9,66,    8,81,7,0,1,0,0,0
370,2022-01-09,7,250,5.0,6.0,9.0,5.0,3.0,0,0,0,-0.1,997.7,59,    8,86,7,0,1,0,0,0
370,2022-01-09,8,270,4.0,4.0,8.0,4.7,2.5,0,0,4,0.1,998.8,66,    8,85,7,0,1,0,0,0
370,2022-01-09,9,230,4.0,4.0,7.0,4.5,2.7,0,9,3,0.2,999.6,68,    7,88,7,0,1,0,0,0
370,2022-01-09,10,240,5.0,5.0,8.0,5.4,3.3,5,34,0,0.0,1000.4,69,    7,86,5,0,0,0,0,0
370,2022-01-09,11,250,5.0,5.0,9.0,6.2,3.5,5,59,0,0.0,1000.9,70,    7,83,5,0,0,0,0,0
370,2022-01-09,12,240,5.0,5.0,10.0,6.3,3.5,5,66,0,0.0,1001.4,70,    1,82,7,0,0,0,0,0
370,2022-01-09,13,240,5.0,5.0,10.0,6.3,3.4,7,86,0,0.0,1001.8,68,    8,81,5,0,0,0,0,0
